"MLS #","Cat","Status","Address","City","County","Beds","Baths","Structure Type","Status Contractual Search Date","Current Price","List Price","HOA Fee","Building Name","Lot Size Acres","Main Level Bedrooms","Main Level Full Baths","Main Level Half Baths","Municipality","Pool","Price/SqFt","RATIO Close Price By List Price","RATIO Close Price By Original List Price","Selling Office Name","Total SQFT","Year Built","Zip Code","Legal Subdivision","Age","Original List Price","Above Grade Finished SQFT","DOM","List Agent Full Name","Selling Agent Full Name","List Office Name"
"VAAX2027148","RES","CLS","1312 King Street #204","Alexandria","Alexandria City, VA","2","1","Unit/Flat/Apartment","12/14/23","$710,900","$674,900.00","","NONE AVAILABLE","","2","1","","","No Pool","$871.20","1.05334","1.053","Long & Foster Real Estate, Inc.","816","2023","22314","","1","$674,900","816","86","Timur Loynab","Peter J Braun Jr.","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2026338","RES","CLS","1312 King Street #304","Alexandria","Alexandria City, VA","2","1","Unit/Flat/Apartment","10/06/23","$737,400","$679,900.00","","NONE AVAILABLE","","2","1","","","No Pool","$903.68","1.08457","1.093","Samson Properties","816","2023","22314","","1","$674,900","816","14","Timur Loynab","Michael G. LaBrash","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2023008","RES","CLS","1200 Braddock Pl #309","Alexandria","Alexandria City, VA","1","1/0","Unit/Flat/Apartment","08/03/23","$418,500","$424,900.00","","BRADDOCK PLACE","","1","1","0","","Yes - Community","$507.89","0.98494","1.021","McEnearney Associates, Inc.","824","1990","22314","BRADDOCK PLACE","34","$410,000","824","62","Debbie P Kent","Kristen K Jones","Cottage Street Realty LLC (CTST1)"
"VAAX2027084","RES","CLS","511 S Fayette St","Alexandria","Alexandria City, VA","2","1","Interior Row/Townhouse","10/27/23","$570,000","$599,900.00","","","0.04","","","","","No Pool","$685.10","0.95016","0.912","National Capital Land & Development, Inc.","1,248","1940","22314","CAVALIER HOMES","84","$625,000","832","4","Katie E Wethman","Judith C Ramsey","EXP Realty, LLC (EXXPR1)"
"VAAX2028464","RES","CLS","1216 Wilkes St","Alexandria","Alexandria City, VA","2","2/1","Interior Row/Townhouse","12/15/23","$690,000","$749,500.00","","","0.03","0","0","0","","No Pool","$829.33","0.92061","0.836","Compass","1,182","1940","22314","CAVALIER HOMES","84","$824,927","832","48","Dorry Kee","Amanda J Provost","RE/MAX Executives (RMAX201)"
"VAAX2030296","RES","ACT","2181 Jamieson Ave #411","Alexandria","Alexandria City, VA","1","1/1","Unit/Flat/Apartment","01/12/24","$440,000","$440,000.00","","","","1","1","1","","Yes - Community","$525.06","","","","908","2001","22314","","23","$440,000","838","8","Marie Meyer","","KW Metro Center (KWR19)"
"VAAX2030058","RES","C/S","501 Slaters Ln #304","Alexandria","Alexandria City, VA","1","1/0","Unit/Flat/Apartment","01/04/24","$399,500","$399,500.00","","MARINA TOWERS","","1","1","0","","Yes - Community, Yes - Personal","$475.60","","","","840","1970","22314","MARINA TOWERS","54","","840","0","John A Spahr","","Long & Foster Real Estate, Inc. (LNG83)"
"VAAX2026756","RES","CLS","501 Slaters Ln #1121","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","09/15/23","$505,900","$499,900.00","","MARINA TOWERS","","1","1","","","Yes - Community","$602.26","1.01200","1.012","Real Broker, LLC","840","1970","22314","MARINA TOWERS","54","$499,900","840","6","Delaine Campbell","Maria Karolina Chapman","TTR Sotheby's International Realty (TTRS6)"
"VAAX2027034","RES","CLS","1111 Oronoco St #532","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","09/22/23","$520,000","$499,000.00","","THE HENRY","","1","1","","","No Pool","$619.05","1.04208","1.042","Long & Foster Real Estate, Inc.","840","2008","22314","THE HENRY","16","$499,000","840","2","Erin K. Jones","Kristen E Hopkins","KW Metro Center (KWR19)"
"VAAX2027144","RES","CLS","505 Franklin St","Alexandria","Alexandria City, VA","2","1/2","Interior Row/Townhouse","01/05/24","$718,000","$789,000.00","","YATES GARDENS","0.03","","","1","","No Pool","$850.71","0.91001","0.860","Compass","1,217","1940","22314","YATES GARDENS","84","$835,000","844","85","Sarah E. Delano","Joshua Chapman","Charles R. Hooff, Inc. (HOFF1)"
"VAAX2027212","RES","ACT","801 N Fairfax St #142","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","01/03/24","$734,900","$734,900.00","","","","2","2","","","No Pool","$865.61","","","","849","2022","22314","","2","$734,900","849","18","Ingveldur K Scobie","","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2025900","RES","CLS","548 N West St","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","10/23/23","$455,000","$469,900.00","$96.00","COLECROFT","","2","2","","","No Pool","$535.92","0.96829","0.918","Weichert, REALTORS","849","1988","22314","COLECROFT","36","$495,500","849","76","John D Randolph","Leah Victoria Heath","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX2024158","RES","CLS","801 N Fairfax St #314-","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","08/16/23","$689,900","$699,900.00","","","","2","2","","","No Pool","$812.60","0.98571","0.986","Compass","849","2022","22314","","2","$699,900","849","58","Ingveldur K Scobie","Stephanie Bredahl","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2027798","RES","CLS","819 S Royal St","Alexandria","Alexandria City, VA","2","2","Interior Row/Townhouse","10/20/23","$835,000","$879,000.00","","","0.05","0","0","","","No Pool","$982.35","0.94994","0.919","RLAH @properties","1,275","1941","22314","YATES GARDENS","83","$909,000","850","13","Tracy B Dunn","Amy Riemer","McEnearney Associates, Inc. (MCE1)"
"VAAX2025896","RES","CLS","824 S Pitt St","Alexandria","Alexandria City, VA","2","1/1","Interior Row/Townhouse","08/28/23","$885,000","$899,000.00","","","0.05","","","","","No Pool","$1,041.18","0.98443","0.963","Capital Residential Properties","1,233","1942","22314","YATES GARDENS","82","$919,000","850","14","Diane C Rulka","Natalie E Hasny","Weichert, REALTORS (WEI4)"
"VAAX2024010","RES","CLS","906 S Washington St #111","Alexandria","Alexandria City, VA","2","1","Unit/Flat/Apartment","08/11/23","$392,400","$392,400.00","","THE BOULEVARD","","2","1","","","No Pool","$455.75","1.00000","1.000","KW United","861","1941","22314","THE BOULEVARD","83","$392,400","861","3","Katharine R Christofides","Spencer Harvey","CENTURY 21 New Millennium (CENT2007)"
"VAAX2025470","RES","CLS","717 S Pitt St S","Alexandria","Alexandria City, VA","3","2/0","End of Row/Townhouse","07/28/23","$1,015,100","$929,900.00","","YATES GARDENS","0.07","0","0","0","","No Pool","$1,174.88","1.09162","1.092","Compass","1,298","1941","22314","YATES GARDENS","83","$929,900","864","4","Sarah Bobbin","Jennifer A Angotti","McEnearney Associates, Inc. (MCE1)"
"VAAX2028552","RES","CLS","509 Franklin St","Alexandria","Alexandria City, VA","2","2","End of Row/Townhouse","11/28/23","$867,500","$875,000.00","","YATES GARDENS","0.04","0","0","","","No Pool","$992.56","0.99143","0.991","eXp Realty LLC","1,311","1941","22314","YATES GARDENS","83","$875,000","874","11","Christopher James Perry","Monina F Nguyen","Compass (COMPS7)"
"VAAX2023782","RES","CLS","1734 W Abingdon Dr #101","Alexandria","Alexandria City, VA","2","1/1","Unit/Flat/Apartment","07/31/23","$355,000","$345,000.00","","POTOWMACK CROSSING","","2","1","1","","Yes - Community","$403.87","1.02899","1.029","RE/MAX Gateway","879","1942","22314","POTOWMACK CROSSING","82","$345,000","879","9","Sara L Bayne","Deanna Gee","Berkshire Hathaway HomeServices PenFed Realty (PFED1)"
"VAAX2027160","RES","CLS","403 Jefferson St","Alexandria","Alexandria City, VA","2","2","Interior Row/Townhouse","09/22/23","$859,000","$859,000.00","","","0.03","0","0","","","No Pool","$971.72","1.00000","1.000","Compass","1,326","1941","22314","YATES GARDENS","83","$859,000","884","5","Lauren A Bishop","Wendy L Messenger","McEnearney Associates, Inc. (MCE1)"
"VAAX2026716","RES","CLS","801 N Fairfax St #410","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","09/19/23","$865,000","$875,000.00","","","","2","2","","","No Pool","$952.64","0.98857","0.989","Long & Foster Real Estate, Inc.","908","2022","22314","","2","$875,000","908","1","Elizabeth H Lucchesi","Elizabeth H Lucchesi","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX2030250","RES","ACT","635 Slaters Ln #309","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","01/10/24","$569,900","$569,900.00","","NONE AVAILABLE","","1","1","","","No Pool","$624.89","","","","912","2023","22314","LAND OF TOWNGATE","1","$569,900","912","10","Elizabeth Ellis","","Brookfield Mid-Atlantic Brokerage, LLC (BMABLLC)"
"VAAX2022250","RES","CLS","545 E Braddock Rd #504","Alexandria","Alexandria City, VA","2","1","Unit/Flat/Apartment","08/09/23","$525,000","$539,995.00","","COLECROFT","","2","1","","","No Pool","$575.66","0.97223","0.972","Casals Realtors","912","1987","22314","COLECROFT","37","$539,995","912","4","Patricia M Shannon","Mercy F Lugo-Struthers","Long & Foster Real Estate, Inc. (LNG84)"
"VAAX2027186","RES","CLS","635 Slaters Ln #210","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","10/31/23","$559,900","$559,900.00","","","","1","1","","","No Pool","$613.93","1.00000","1.000","McEnearney Associates, Inc.","912","2023","22314","LAND OF TOWNGATE","1","$559,900","912","16","Benjamin J Grouby","Jillian Keck Hogan","Redfin Corporation (REFC1)"
"VAAX2029976","RES","CLS","713 S Columbus St","Alexandria","Alexandria City, VA","2","2","Interior Row/Townhouse","12/27/23","$700,000","$700,000.00","","","0.04","2","1","","","No Pool","$762.53","1.00000","1.000","Long & Foster Real Estate, Inc.","1,368","1941","22314","PATRICK HENRY HOMES","83","$700,000","918","1","Valerie C Klotz","Christopher J White","Compass (COMPS7)"
"VAAX2027558","RES","CLS","101 Skyhill Rd #204","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","01/12/24","$339,000","$339,000.00","","SEMINARY WALK","","2","2","","","No Pool","$368.48","1.00000","0.944","TTR Sotheby's International Realty","920","1959","22314","SEMINARY WALK","65","$359,000","920","91","Abigail Kasten","Anita C Edwards","KW Metro Center (KWR17)"
"VAAX2026064","RES","CLS","505 E Braddock Rd #701","Alexandria","Alexandria City, VA","2","1/1","Unit/Flat/Apartment","08/31/23","$483,000","$490,000.00","","COLECROFT","","2","1","1","","No Pool","$519.35","0.98571","0.986","Compass","930","1987","22314","COLECROFT","37","$490,000","930","14","Bobby Mahoney","Grace Chicca","McEnearney Associates, Inc. (MCE1)"
"VAAX2025212","RES","CLS","520 John Carlyle St #109","Alexandria","Alexandria City, VA","1","1/1","Unit/Flat/Apartment","08/25/23","$600,000","$589,000.00","","CARLYLE SQUARE","","0","0","1","","No Pool","$644.47","1.01868","1.019","Samson Properties","931","2007","22314","CARLYLE SQUARE","17","$589,000","931","7","Greg Moss","Sueyen Rhee","KW Metro Center (KWR17)"
"VAAX2026502","RES","CLS","1250 S Washington St #818","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","10/12/23","$470,000","$504,000.00","","PORTO VECCHIO","","1","1","","","Yes - Community","$502.14","0.93254","0.933","McEnearney Associates, Inc.","936","1983","22314","PORTO VECCHIO","41","$504,000","936","54","Victoria S Kilcullen","Lisa W Groover","Long & Foster Real Estate, Inc. (LNG83)"
"VAAX2028018","RES","CLS","625 Slaters Ln #305W","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","12/14/23","$585,000","$599,990.00","","NONE AVAILABLE","","1","1","","","No Pool","$624.33","0.97502","0.935","Compass","937","1986","22314","LAND OF TOWNGATE","38","$625,650","937","69","Laurie J Hargadon","Elizabeth Kaiser Saunders","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2026590","RES","CLS","625 Slaters Ln #405","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","09/22/23","$667,000","$660,650.00","","NONE AVAILABLE","","1","1","","","No Pool","$711.85","1.00961","1.010","Compass","937","1986","22314","LAND OF TOWNGATE","38","$660,650","937","1","Laurie J Hargadon","Kristie A Zimmerman","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2027246","RES","CLS","323 N Fayette St","Alexandria","Alexandria City, VA","3","1/0","Twin/Semi-Detached","10/27/23","$627,000","$639,900.00","","","0.02","0","0","0","","No Pool","$658.61","0.97984","0.965","TTR Sothebys International Realty","952","1920","22314","","104","$649,999","952","15","Karen Brezina Lucchetti","Mona Banes","Redfin Corporation (REFC1)"
"VAAX2030116","RES","ACT","1201 N Royal St #101","Alexandria","Alexandria City, VA","1","2","Unit/Flat/Apartment","01/04/24","$854,900","$854,900.00","","NONE AVAILABLE","","1","2","","","No Pool","$895.18","","","","955","2022","22314","","2","$854,900","955","16","Brenda Brophy","","McWilliams/Ballard, Inc. (MCWB3)"
"VAAX2027590","RES","CLS","400 Madison St #1710","Alexandria","Alexandria City, VA","1","1/1","Unit/Flat/Apartment","11/30/23","$649,000","$675,000.00","","ALEXANDRIA HOUSE","","1","1","1","","Yes - Community","$678.87","0.96148","0.812","Non Subscribing Office","956","1975","22314","ALEXANDRIA HOUSE","49","$799,000","956","54","Elizabeth R Willey","Non Member","Coldwell Banker Realty (CBRB54)"
"VAAX2024766","RES","CLS","213 Oronoco St","Alexandria","Alexandria City, VA","1","1/1","Interior Row/Townhouse","09/29/23","$649,000","$649,000.00","$50.00","TOBACCO KEY","0.02","0","0","1","","No Pool","$674.64","1.00000","1.000","Long & Foster Real Estate, Inc.","962","1979","22314","TOBACCO KEY","45","$649,000","962","18","Michael C Manuel","Christine M Vanderhyde","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX2027684","RES","CLS","1100 Quaker Hill Dr #105","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","10/20/23","$385,000","$385,000.00","$71.00","QUAKER HILL CONDOMINIUM","","2","2","0","","Yes - Community","$399.79","1.00000","1.000","Compass","963","1991","22314","QUAKER HILL","33","$385,000","963","12","John Moore","Paul A Gonzalez","Compass (COMPS6)"
"VAAX2030300","RES","ACT","925 Fairfax St N #606","Alexandria","Alexandria City, VA","2","1","Unit/Flat/Apartment","01/13/24","$734,900","$734,900.00","","","","2","1","","","No Pool","$760.77","","","","966","2022","22314","","2","$7,349,000","966","7","Eileen Sheila Marousek","","Coldwell Banker Realty (CBRB54)"
"VAAX2027432","RES","CLS","2702 Dartmouth Rd #5","Alexandria","Alexandria City, VA","2","1/0","Unit/Flat/Apartment","11/03/23","$335,000","$339,000.00","","SEMINARY WALK","","2","1","0","","No Pool","$345.72","0.98820","0.988","Keller Williams Realty","969","1959","22314","SEMINARY WALK","65","$339,000","969","12","Theresa Valencic","Michael Corum","Long & Foster Real Estate, Inc. (LNG83)"
"VAAX2026952","RES","CLS","2700 Dartmouth Rd #5","Alexandria","Alexandria City, VA","2","1","Unit/Flat/Apartment","09/18/23","$354,000","$339,000.00","","SEMINARY WALK","","2","1","","","No Pool","$365.33","1.04425","1.044","Keller Williams Capital Properties","969","1959","22314","SEMINARY WALK","65","$339,000","969","3","Phillip James J Snedegar","Yvonne T Lee II","Berkshire Hathaway HomeServices PenFed Realty (PFED4)"
"VAAX2023948","RES","CLS","208 Skyhill Rd #5","Alexandria","Alexandria City, VA","2","1/0","Unit/Flat/Apartment","07/31/23","$354,000","$319,900.00","$439.07","SEMINARY WALK","","2","1","0","","No Pool","$365.33","1.10660","1.107","EXP Realty, LLC","969","1959","22314","SEMINARY WALK","65","$319,900","969","8","John F. Krotzer","Colleen Vallar","Keller Williams Capital Properties (KWCP3)"
"VAAX2029630","RES","CLS","205 Skyhill Rd #4","Alexandria","Alexandria City, VA","2","1","Unit/Flat/Apartment","01/05/24","$360,000","$354,000.00","","SEMINARY WALK","","2","1","","","No Pool","$371.52","1.01695","1.017","KW Metro Center","969","1959","22314","SEMINARY WALK","65","$354,000","969","4","WAI LUN L LEUNG","Jacqueline Grace Redding","Century 21 Redwood Realty (RDWG3)"
"VAAX2028584","RES","ACT","832 Bashford Ln","Alexandria","Alexandria City, VA","2","1/1","End of Row/Townhouse","01/05/24","$699,000","$699,000.00","$818.00","","0.02","0","0","1","","No Pool","$719.14","","","","972","1981","22314","VIRGINIA VILLAGE","43","$699,000","972","71","Peter J Braun Jr.","","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX2028398","RES","CLS","1215 Portner Rd","Alexandria","Alexandria City, VA","2","1/1","Interior Row/Townhouse","11/06/23","$699,990","$699,900.00","$818.00","","0.02","","","1","","No Pool","$720.15","1.00013","1.000","Compass","972","1983","22314","VIRGINIA VILLAGE","41","$699,900","972","5","Robert Crawford","Marcella J Covarrubias","Washington Fine Properties, LLC (WFP1)"
"VAAX2020292","RES","CLS","309 Holland Ln #234","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","09/20/23","$525,000","$524,900.00","","ROYALTON AT KING STREET METRO","","2","2","","","No Pool","$536.81","1.00019","0.974","EXP Realty, LLC","978","2006","22314","ROYALTON AT KING STREET METRO","18","$539,000","978","69","Norval Peabody","Pedro Daniel Paucar","Peabody Real Estate LLC (PREB1)"
"VAAX2029028","RES","CLS","205 Skyhill Rd #9","Alexandria","Alexandria City, VA","2","1","Unit/Flat/Apartment","10/26/23","$375,000","$375,000.00","","SEMINARY WALK","","2","1","","","No Pool","$383.04","1.00000","1.000","Samson Properties","979","1959","22314","SEMINARY WALK","65","$375,000","979","0","Non Member","April Cain-van Overbeek","Non Subscribing Office (NON1)"
"VAAX2029104","RES","CLS","2181 Jamieson Ave #608","Alexandria","Alexandria City, VA","2","2","Penthouse Unit/Flat/Apartment","12/11/23","$550,000","$550,000.00","","CARLYLE TOWERS CONDOMINIUM","","2","2","","","Yes - Community","$561.22","1.00000","1.000","KW Metro Center","980","2001","22314","","23","$550,000","980","19","Marie Meyer","Marie Meyer","KW Metro Center (KWR19)"
"VAAX2025880","RES","CLS","609 S Henry St","Alexandria","Alexandria City, VA","2","2","Interior Row/Townhouse","08/18/23","$715,000","$725,000.00","","","0.04","0","0","","","No Pool","$728.11","0.98621","0.986","Keller Williams Capital Properties","1,302","1950","22314","","74","$725,000","982","0","Katherine Bollrud","Jennifer Greathouse","Keller Williams Capital Properties (KWCP3)"
"VAAX2023762","RES","CLS","911 Bashford Ln","Alexandria","Alexandria City, VA","3","2","Interior Row/Townhouse","08/09/23","$850,000","$875,000.00","","","0.03","0","0","","","No Pool","$856.85","0.97143","0.971","KW Metro Center","1,488","1930","22314","WESTOVER","94","$875,000","992","28","Trey E Grooms","Michael J Lorino","EXP Realty, LLC (EXXPR1)"
"VAAX2027580","RES","CLS","1201 N Royal St #402","Alexandria","Alexandria City, VA","1","2","Unit/Flat/Apartment","11/28/23","$782,000","$789,900.00","","NONE AVAILABLE","","1","2","","","No Pool","$787.51","0.99000","0.990","Keller Williams Capital Properties","993","2022","22314","","2","$789,900","993","63","Brenda Brophy","Amy D Embrey","McWilliams/Ballard, Inc. (MCWB3)"
"VAAX2027478","RES","CLS","1100 Quaker Hill Dr #326","Alexandria","Alexandria City, VA","1","1/0","Unit/Flat/Apartment","10/16/23","$310,000","$295,000.00","$71.00","QUAKER HILL","","1","1","0","","Yes - Community","$311.24","1.05085","1.051","Jason Mitchell Real Estate Virginia, LLC","996","1991","22314","QUAKER HILL","33","$295,000","996","6","Diann S Hicks Carlson","Claire Flower","TTR Sotheby's International Realty (TTRS6)"
"VAAX2026422","RES","CLS","400 Madison St #1906","Alexandria","Alexandria City, VA","1","1/1","Unit/Flat/Apartment","10/31/23","$675,000","$675,000.00","","ALEXANDRIA HOUSE","","1","1","1","","Yes - Community","$677.71","1.00000","1.000","Weichert, REALTORS","1,992","1975","22314","ALEXANDRIA HOUSE","49","$675,000","996","9","Barbara C Moss","Gina Baca","Taylor Properties (TAYL1)"
"VAAX2023876","RES","CLS","925 N Fairfax St #101","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","07/31/23","$798,400","$799,900.00","","VENUE CONDOMINIUMS","","1","1","","","No Pool","$798.40","0.99812","1.065","McWilliams/Ballard Inc.","1,000","2023","22314","","1","$749,900","1,000","21","Anne E Blakeman","Anne E Blakeman","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2029922","RES","CLS","925 N Fairfax St #201","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","12/20/23","$804,900","$804,900.00","","","","1","1","","","No Pool","$802.49","1.00000","1.000","KW Metro Center","1,003","2020","22314","","4","$804,900","1,003","0","Non Member","Michael J Lorino","Non Subscribing Office (NON1)"
"VAAX2026340","RES","CLS","1312 King Street #103","Alexandria","Alexandria City, VA","1","1/1","Unit/Flat/Apartment","10/26/23","$740,000","$714,900.00","","NONE AVAILABLE","","1","1","1","","No Pool","$736.32","1.03511","1.035","McWilliams/Ballard Inc.","1,005","2023","22314","","1","$714,900","1,005","59","Timur Loynab","Robert Cook","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2025412","RES","CLS","508 N Payne St","Alexandria","Alexandria City, VA","2","2","End of Row/Townhouse","08/04/23","$760,000","$699,000.00","","","0.05","","","","","No Pool","$753.97","1.08727","1.087","Real Broker, LLC","1,512","1940","22314","","84","$699,000","1,008","4","Laura R Schwartz","Daniel Riordan","McEnearney Associates, Inc. (MCE3)"
"VAAX2029804","RES","CLS","1301 Prince St","Alexandria","Alexandria City, VA","2","1/1","Interior Row/Townhouse","11/20/23","$790,000","$780,000.00","","","0.02","","","1","","No Pool","$783.73","1.01282","1.013","Compass","1,510","1920","22314","","104","$780,000","1,008","0","Non Member","L. Kent Fowler","Non Subscribing Office (NON1)"
"VAAX2025166","RES","CLS","520 N Payne St","Alexandria","Alexandria City, VA","3","2/0","End of Row/Townhouse","07/27/23","$850,000","$830,000.00","","","0.05","0","0","0","","No Pool","$843.25","1.02410","1.024","Long & Foster Real Estate, Inc.","1,512","1940","22314","","84","$830,000","1,008","10","Sarah Bobbin","Elizabeth H Lucchesi","McEnearney Associates, Inc. (MCE1)"
"VAAX2029596","RES","ACT","701 N Henry St #104","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","12/04/23","$764,900","$764,900.00","","","","2","2","","","No Pool","$755.83","","","","1,012","2023","22314","","1","$764,900","1,012","47","Ingveldur K Scobie","","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2029192","RES","ACT","520 John Carlyle St #322","Alexandria","Alexandria City, VA","1","2","Unit/Flat/Apartment","11/10/23","$550,000","$550,000.00","","CARLYLE SQUARE","","1","2","","","No Pool","$539.74","","","","1,019","2007","22314","CARLYLE SQUARE","17","$575,000","1,019","71","Sallie Rives Seiy","","McEnearney Associates, Inc. (MCE1)"
"VAAX2029166","RES","CLS","400 N Fayette St","Alexandria","Alexandria City, VA","2","1","End of Row/Townhouse","11/22/23","$715,000","$699,990.00","","NONE AVAILABLE","0.07","2","1","","","No Pool","$700.98","1.02144","1.021","Coldwell Banker Realty","1,530","1942","22314","","82","$699,990","1,020","3","JoAnn McCoy","JoAnn McCoy","Coldwell Banker Realty (CBRB88)"
"VAAX2028514","RES","CLS","1603 Princess St","Alexandria","Alexandria City, VA","3","2/0","Interior Row/Townhouse","11/01/23","$718,000","$718,000.00","","","0.03","0","0","0","","No Pool","$703.92","1.00000","1.000","Coldwell Banker Realty","1,530","1945","22314","","79","$718,000","1,020","3","Dianna G Campagna","Maureen C Clyne","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX2027932","RES","CLS","1112 Colonial Ave","Alexandria","Alexandria City, VA","3","2/1","Interior Row/Townhouse","10/19/23","$875,000","$835,000.00","","","0.03","0","0","1","","No Pool","$854.49","1.04790","1.048","Coldwell Banker Realty","1,280","1930","22314","WESTOVER","94","$835,000","1,024","5","Ryan Butler","Samantha Bard","Keller Williams Capital Properties (KWCP1)"
"VAAX2027172","RES","CLS","120 Cameron St #CS201","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","10/20/23","$610,000","$619,000.00","","TORPEDO FACTORY","","1","1","","","No Pool","$592.23","0.98546","0.985","Compass","1,030","1985","22314","TORPEDO FACTORY","39","$619,000","1,030","15","Cara Pearlman","Stephen Gaich","Compass (COMPS2)"
"VAAX2028888","RES","CLS","602 N Alfred St","Alexandria","Alexandria City, VA","2","2","End of Row/Townhouse","12/19/23","$665,000","$679,999.00","","","0.03","0","1","","","No Pool","$642.51","0.97794","0.950","Redfin Corporation","1,035","1918","22314","","106","$699,900","1,035","12","Jorge Antonio Grillo","Ferid Azakov","RE/MAX Gateway, LLC (RMAX154)"
"VAAX2027656","RES","CLS","1200 Braddock Pl #816","Alexandria","Alexandria City, VA","2","2","Penthouse Unit/Flat/Apartment","10/23/23","$600,000","$599,900.00","","BRADDOCK PLACE","","2","2","","","Yes - Community","$575.26","1.00017","1.000","EXP Realty, LLC","1,043","1990","22314","BRADDOCK PLACE","34","$599,900","1,043","10","Martine M Irmer","Katherine D Herzig","McEnearney Associates, Inc. (MCE1)"
"VAAX2022916","RES","CLS","2050 Jamieson Ave #1502","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","09/12/23","$567,500","$550,000.00","","THE JAMIESON","","2","2","0","","No Pool","$543.58","1.03182","0.962","McEnearney Associates, Inc.","1,044","2008","22314","THE JAMIESON","16","$590,000","1,044","54","James T Kim","Suzanne D Morrison","McEnearney Associates (MCE14)"
"VAAX2027444","RES","CLS","1405 Roundhouse Ln #502","Alexandria","Alexandria City, VA","2","1/0","Unit/Flat/Apartment","09/29/23","$550,000","$524,900.00","","OLD TOWN VILLAGE","","1","1","0","","Yes - Community","$519.36","1.04782","1.048","D.S.A. Properties & Investments LLC","1,059","1997","22314","OLD TOWN VILLAGE","27","$524,900","1,059","3","Deyi S Awadallah","Tammy Rasheed","D.S.A. Properties & Investments LLC (DSPR1)"
"VAAX2026998","RES","CLS","1023 N Royal St #305","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","10/27/23","$725,000","$750,000.00","","ABINGDON ROW","","2","2","","","No Pool","$684.61","0.96667","0.967","TTR Sotheby's International Realty","1,059","2007","22314","ABINGDON ROW","17","$750,000","1,059","43","Carol S Feinthel","Shannon M Hettinger","McEnearney Associates, Inc. (MCE1)"
"VAAX2028600","RES","CLS","519 Duke St","Alexandria","Alexandria City, VA","3","2/1","Interior Row/Townhouse","11/29/23","$998,000","$998,000.00","","","0.03","","1","","","No Pool","$941.51","1.00000","1.000","Long & Foster Real Estate, Inc.","1,060","1790","22314","","234","$998,000","1,060","5","Barbara G Beckwith","Kevin L Smith","McEnearney Associates, Inc. (MCE1)"
"VAAX2026932","RES","CLS","635 Slaters Ln #105","Alexandria","Alexandria City, VA","1","2","Unit/Flat/Apartment","09/15/23","$595,000","$595,000.00","","","","1","2","","","No Pool","$560.79","1.00000","1.000","RLAH @properties","1,061","2022","22314","LAND OF TOWNGATE","2","$595,000","1,061","7","Tamer A. Eid","Wendy Lachowicz","DC Premier Real Estate, LLC (DCPR1)"
"VAAX2024662","RES","ACT","1250 S Washington St #408","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","09/12/23","$549,000","$549,000.00","","PORTO VECCHIO","","1","1","","","Yes - Community","$514.04","","","","1,068","1983","22314","PORTO VECCHIO","41","$594,900","1,068","186","Karen L Sparks","","Century 21 Redwood Realty (RDWG7)"
"VAAX2024950","RES","CLS","525 N Fayette St #611","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","08/31/23","$620,000","$629,000.00","","THE HENRY","","2","2","","","No Pool","$577.82","0.98569","0.986","Partners In Real Estate","1,073","2008","22314","THE HENRY","16","$629,000","1,073","14","Susan M Sarcone","David W Spires","McEnearney Associates, Inc. (MCE6)"
